# 【完全版・マーフィーの法則】永久保存版 ～潜在意識と成功・お金・健康・幸せ～
- [Youtube](https://www.youtube.com/watch?v=QYP-iNf4VJc&t=13s)
- [Youtube](https://www.youtube.com/watch?v=puUOk2wZTcU)

  - RADIO引き寄せ	チャンネル登録者数 9360人
　　32:11	どんどん向上していく。そして、今までよりももっと記憶力がよくなる。
　　32:16	３週間後、
　　32:18	彼女は自分でも驚くほどの記憶力を得たそうです。



　　32:24	不思議な出来事、その４　性格改善
　　32:27	
　　32:29	いつも不機嫌で癇癪を起こしやすい人というのは、自己暗示にかかりやすいこともわかっています。
　　32:35	
　　32:36	次の言葉を１日数回繰り返せば、すぐに効果が出ます。
　　32:41	私はこれから、もっと人間的に丸くなっていくんだ。
　　32:45	常に明るく、陽気に、精神的にも安定した日々を送っていくんだ。そして誰からも愛され
　　32:52	理解ある人間になるんだ。
　　32:55	この言葉を繰り返してください。
　　32:58	[音楽]



　　33:00	暗示によるおする
　　33:02	自己暗示に対して他人から受ける暗示を他社暗示と言います。
　　33:08	暗示は今まであらゆる時代にあらゆる国の人々の生活や思想に大きな影響を及ぼして
　　33:14	きました。
　　33:15	私たちの多くは
　　33:16	子供の頃から悪い暗示を与えられてきています。
　　33:20	そして、知らず知らずのうちに、そんな考えに支配されてきているのです。
　　33:24	例えば、
　　33:26	こんなことできるわけないよ。
　　33:28	お前なんかろくな人間にはならないよ。そんな事は言ってはいけない。
　　33:32	どうせ失敗するに決まってる。
　　33:34	チャンスがなかったんだ。
　　33:36	みんなあいつのせいだ。
　　33:38	結局、世の中自分の力じゃなくコネなんだよねー。
　　33:41	努力をするだけ無駄なんだ。
　　33:44	今からやっても遅いよ。ああ、もうダメだ！
　　33:47	愛なんか嘘っぱちだ。
　　33:49	ものは誰も信じられない。
　　33:51	以上のような、ネガティブ消極的な言葉の数々。
　　33:56	もし、あなたがまだこれらの考えの中にいるのなら、その考えを修正しない限りあなたには
　　34:02	成功や達成は有り得ません。
　　34:05	なぜなら、
　　34:06	過去に潜在意識に刻み込まれた
　　34:09	悪い暗示が私生活と社会生活に不幸をもたらすからです。
　　34:14	そういう否定的他社暗示から、真実の自分を取り戻し、力を与え、
　　34:20	すべてを可能にすることができるのが、自己暗示なのです。



　　34:27	否定的アンジは訂正できる
　　34:30	いつの新聞でも構いません。開いてみると、
　　34:34	失敗・恐怖・不安などの原因になりそうな記事がたくさん見つかるでしょう。
　　34:38	そして、それを鵜呑みにしてしまえば、あなたは生きる意欲歳失いかねないでしょう
　　34:44	ところが、
　　34:45	あなた次第で全てが変わるということを知っていれば、どんなネガティブな情報を得ても
　　34:50	あなたの人生観は変わることはないはずです。
　　34:54	いいですか？
　　34:56	否定的な他社暗示に影響される必要はありません。
　　35:00	子供の頃には、誰もはそれに悩まされるものですが、
　　35:04	それを与えていたのは、両親や友人や教師だったことが思い出されるでしょう。
　　35:11	では、
　　35:12	それらをよく考えてみてください。
　　35:16	きっと、そのほとんどは何の根拠もないことが分るでしょう。
　　35:21	つまり、
　　35:22	この種の他社暗示は、あなたの考えや感情行動を規制しようとした人たちがあなたを
　　35:28	コントロールするために用いていたに過ぎないのです。



　　35:34	不思議な出来事、その５　死を認めた男
　　35:37	
　　35:39	[音楽]
　　35:41	これは他社暗示の一例ですが、
　　35:44	私の親戚で水晶占いをしてもらうため、インドまで行った人がいました。
　　35:50	その占い師に、あなたは心臓を患い、
　　35:53	次の新月に死ぬだろうと予言されたのです。
　　35:57	彼はその話を親戚に話して、回り遺書まで用意しました。
　　36:02	彼は、私にその水晶占い師の神秘的な力とその予言は絶対的なのだと言って聞かせました。
　　36:10	このとき、すでに彼の潜在意識にはその恐ろしい予言が到達していたのです。
　　36:17	案の定、他者暗示に、彼の自己暗示までが加わり、
　　36:22	彼は死を遂げてしまいました。
　　36:25	彼は、実際、インドへ行く前は至って健康で丈夫でした。
　　36:29	それが占い師によって非常にネガティブな暗示を与えられ、彼は変わってしまいました。
　　36:35	自分が死ぬことを信じ、周囲にもそれを言ってまわっていたのです。
